,Sample Name,Vultologist,Type,Development,Emotions,Fallen Affect,J Signal Mixing,P Signal Mixing,Sex,Age Range,Geography,Ethnicity,R1 Rigid Posture,R2 Face Centric,R3 Punctuated Motions,R4 Vertical Movements,R5 Subordinate Fluidity,F1 Fluid Posture,F2 Eye Centric,F3 Gliding Motions,F4 Horizontal Movements,F5 Subordinate Rigidity,PF1 Restless Momentum,PF2 Toggling Eyes,PF3 Body Swaying,PF4 Casual Hands,PF5 Alert Perk Ups,RF1 Viscous Inertia,RF2 Fixed Gaze,RF3 Diagonal Eye Drifts,RF4 Searching Scowling,RF5 Narrow Head Zoning,PR1 Head Pushes,PR2 Head Shakes,PR3 Shoulder Shrugs,PR4 Fluent Articulation,PR5 Projecting Hands,RR1 Poised Receding,RR2 Disengaging Eyes,RR3 Exerted Pushes,RR4 Momentum Halting,RR5 Meticulous Hands,CA1 Taut Nasolabial Area,CA2 Vertical Snarling Smiles,CA3 Four Point Pulling,CA4 Wobbling Lips,CA5 Asymmetrical Smirks,CA6 Sassy Movements,CA7 Plateau Velocity,CA8 Nasal Breathy Voice,CA9 Grasping Hands,MS1 Lax Nasolabial Area,MS2 Horizontal Curtain Smiles,MS3 Two Point Pulling,MS4 Symmetrical Lips,MS5 Emotional Neutralization,MS6 Coordinated Movements,MS7 Parabolic Velocity,MS8 Laryngeal Faint Voice,MS9 Puppeteer Hands,GR1 Taut Preseptal Area,GR2 Lax Pretarsal Area,GR3 Taut Outer Edges,GR4 Intense Scowling,GR5 Pointed Eye Toggles,GR6 Eye Head Parallel Motion,GR7 Grounding Effect,GR8 Bodily Awareness,SU1 Lax Preseptal Area,SU2 Taut Pretarsal Area,SU3 Lax Outer Edges,SU4 Concerned Scowling,SU5 Brushstrokes Eye Toggles,SU6 Eye Head Trailing Motions,SU7 Levity Effect,SU8 Quirky Skits,EU1 Responsive Nodding,EU2 Polite Smiling,EU3 Bashful Body Movements,EG1 Upset Mouth Tension,EG2 Assertive Pushing,EG3 Stern Expressions,sum,Lead Energetic,Quadra,Candid Score,Measured Score,Grounded Score,Suspended Score,J-Axis Coordinate,P-Axis Coordinate
293,Courtney Violetta,Juan E. Sandoval,sefi,i---,unguarded,1.0,medium,low,female,1990s,north_america,white/european,0.0,0.0,2.0,0.0,0.0,4.0,7.0,2.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,7.0,2.0,7.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,118.0,Pe,Gamma,17.0,10.0,24.0,6.0,-0.25925925925925924,-0.6
295,Clint Mansell,Juan E. Sandoval,neti,i-i-,unguarded,2.0,medium,medium,male,1960s,western_europe,white/european,0.0,0.0,4.0,2.0,0.0,7.0,7.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,7.0,2.0,4.0,4.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,0.0,2.0,7.0,7.0,4.0,7.0,4.0,7.0,7.0,7.0,2.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,240.0,Pe,Alpha,20.0,35.0,26.0,45.0,0.2727272727272727,0.2676056338028169
296,Gillian Welch,Ash Rose,sife,i---,unguarded,3.0,,,female,1960s,north_america,white/european,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,7.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,7.0,2.0,0.0,4.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,143.0,Pi,Alpha,10.0,32.0,2.0,31.0,0.5238095238095238,0.8787878787878788
297,Marie-Ève Jobin,Juan E. Sandoval,nite,iiii,guarded,1.0,,,female,-1,-1,-1,2.0,0.0,4.0,4.0,0.0,4.0,7.0,4.0,4.0,4.0,2.0,2.0,4.0,7.0,2.0,7.0,4.0,7.0,2.0,4.0,4.0,4.0,2.0,4.0,7.0,2.0,2.0,2.0,4.0,7.0,4.0,7.0,4.0,4.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,4.0,7.0,4.0,7.0,0.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,2.0,208.0,Pi,Gamma,29.0,16.0,32.0,2.0,-0.28888888888888886,-0.8823529411764706
301,Jordan Welch,Calin Copil,seti,i-i-,guarded,1.0,,,male,-1,-1,-1,0.0,0.0,2.0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,7.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,4.0,2.0,4.0,4.0,0.0,7.0,7.0,0.0,0.0,4.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,190.0,Pe,Beta,6.0,39.0,27.0,6.0,0.7333333333333333,-0.6363636363636364
303,Susan Yara,Calin Copil,teni,i-i-,guarded,0.0,,,female,-1,-1,-1,4.0,4.0,7.0,7.0,7.0,0.0,4.0,2.0,2.0,0.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,7.0,4.0,4.0,7.0,7.0,2.0,2.0,0.0,0.0,4.0,7.0,4.0,7.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,7.0,0.0,0.0,7.0,0.0,7.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,2.0,178.0,Je,Gamma,32.0,18.0,22.0,2.0,-0.28,-0.8333333333333334
305,Tessa Thompson,Calin Copil,feni,i-ii,unguarded,0.0,high,,female,-1,-1,-1,7.0,4.0,7.0,7.0,4.0,2.0,4.0,4.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,2.0,0.0,4.0,7.0,0.0,7.0,4.0,4.0,4.0,7.0,4.0,7.0,0.0,2.0,7.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,4.0,2.0,4.0,7.0,7.0,4.0,2.0,7.0,2.0,7.0,7.0,7.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,220.0,Je,Beta,20.0,32.0,36.0,2.0,0.23076923076923078,-0.8947368421052632
308,Olivia Wilde,Calin Copil,teni,i--i,unguarded,0.0,,,female,-1,-1,-1,7.0,7.0,7.0,7.0,4.0,2.0,0.0,2.0,4.0,0.0,2.0,4.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,7.0,7.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,7.0,4.0,7.0,7.0,7.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,2.0,2.0,201.0,Je,Gamma,23.0,16.0,38.0,4.0,-0.1794871794871795,-0.8095238095238095
310,Sierra Casady,Calin Copil,sefi,ii--,unguarded,2.0,,,female,-1,-1,-1,2.0,2.0,0.0,2.0,0.0,4.0,4.0,4.0,7.0,4.0,7.0,4.0,2.0,7.0,4.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,7.0,4.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,7.0,2.0,7.0,0.0,4.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,168.0,Pe,Gamma,31.0,14.0,26.0,6.0,-0.37777777777777777,-0.625
313,Rose Byrne,Calin Copil,fine,ii-i,unguarded,0.0,,,female,-1,-1,-1,7.0,2.0,7.0,7.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,7.0,2.0,0.0,4.0,7.0,0.0,4.0,4.0,2.0,4.0,7.0,7.0,7.0,4.0,4.0,7.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,2.0,4.0,0.0,4.0,7.0,2.0,2.0,2.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,212.0,Ji,Delta,24.0,4.0,12.0,28.0,-0.7142857142857143,0.4
314,Camila,Calin Copil,nefi,iii-,unguarded,0.0,,,female,-1,-1,-1,2.0,2.0,4.0,4.0,0.0,2.0,4.0,4.0,4.0,7.0,7.0,7.0,4.0,2.0,7.0,0.0,0.0,2.0,4.0,0.0,4.0,2.0,0.0,7.0,4.0,7.0,2.0,2.0,2.0,7.0,4.0,7.0,7.0,2.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,7.0,4.0,4.0,4.0,7.0,2.0,2.0,4.0,2.0,4.0,4.0,7.0,0.0,4.0,2.0,214.0,Pe,Delta,34.0,10.0,17.0,29.0,-0.5454545454545454,0.2608695652173913
315,Doe,Calin Copil,tine,i---,guarded,2.0,,,female,-1,-1,-1,7.0,7.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,7.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,7.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.0,2.0,2.0,4.0,7.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,7.0,4.0,0.0,2.0,0.0,7.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,144.0,Ji,Alpha,4.0,29.0,17.0,13.0,0.7575757575757576,-0.13333333333333333
317,Essie Davis,Calin Copil,fise,ii-i,unguarded,0.0,,,female,-1,-1,-1,7.0,7.0,7.0,7.0,4.0,0.0,2.0,2.0,4.0,0.0,2.0,4.0,7.0,0.0,4.0,0.0,2.0,2.0,4.0,0.0,7.0,7.0,0.0,0.0,4.0,4.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,2.0,7.0,4.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,7.0,0.0,4.0,4.0,0.0,2.0,2.0,203.0,Ji,Gamma,34.0,4.0,26.0,15.0,-0.7894736842105263,-0.2682926829268293
319,Jimmy Carr,Peter Foy,teni,i---,guarded,2.0,,,male,-1,-1,-1,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,4.0,4.0,188.0,Je,Gamma,48.0,4.0,18.0,14.0,-0.8461538461538461,-0.125
321,Dave Bayley,Calin Copil,nefi,i-i-,unguarded,1.0,low,low,male,1980s,australia/new_zeland,white/european,0.0,0.0,2.0,4.0,0.0,7.0,7.0,7.0,4.0,4.0,7.0,4.0,7.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,7.0,2.0,7.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,2.0,7.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,152.0,Pe,Delta,30.0,4.0,6.0,23.0,-0.7647058823529411,0.5862068965517241
327,George Scholey,Calin Copil,seti,i---,unguarded,0.0,,,male,-1,-1,-1,0.0,0.0,2.0,2.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,0.0,4.0,2.0,4.0,2.0,0.0,4.0,2.0,2.0,4.0,7.0,4.0,4.0,7.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,174.0,Pe,Beta,6.0,27.0,34.0,8.0,0.6363636363636364,-0.6190476190476191
328,Jillian Michaels,Calin Copil,feni,i---,guarded,0.0,,,female,-1,-1,-1,7.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,7.0,7.0,0.0,4.0,7.0,0.0,7.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,4.0,2.0,7.0,0.0,7.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,4.0,173.0,Je,Beta,12.0,44.0,22.0,8.0,0.5714285714285714,-0.4666666666666667
329,Sanaë Lemoine,Calin Copil,fine,ii--,unguarded,1.0,,,female,-1,north_america,other/unknown,7.0,4.0,7.0,7.0,4.0,0.0,2.0,4.0,2.0,0.0,2.0,4.0,4.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0,4.0,7.0,4.0,4.0,7.0,7.0,4.0,7.0,7.0,2.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,168.0,Ji,Delta,38.0,4.0,4.0,22.0,-0.8095238095238095,0.6923076923076923
330,Greg Alba,Calin Copil,nefi,i-i-,unguarded,0.0,low,low,male,-1,-1,-1,2.0,2.0,4.0,4.0,0.0,4.0,4.0,4.0,7.0,4.0,4.0,7.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,7.0,7.0,7.0,0.0,2.0,0.0,0.0,2.0,4.0,7.0,2.0,2.0,2.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,2.0,4.0,2.0,7.0,2.0,2.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,171.0,Pe,Delta,27.0,12.0,6.0,25.0,-0.38461538461538464,0.6129032258064516
334,Nina Kraviz,Peter Foy,seti,i---,unguarded,0.0,,low,female,1980s,central_asia,other/unknown,4.0,2.0,2.0,0.0,0.0,7.0,4.0,7.0,2.0,7.0,7.0,7.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,4.0,4.0,7.0,2.0,2.0,2.0,7.0,0.0,4.0,2.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,177.0,Pe,Beta,4.0,35.0,34.0,15.0,0.7948717948717948,-0.3877551020408163
335,Sorelle Amore,Calin Copil,teni,i-i-,unguarded,0.0,low,high,female,1990s,australia/new_zeland,white/european,4.0,7.0,4.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,2.0,4.0,2.0,2.0,7.0,0.0,0.0,2.0,4.0,0.0,7.0,7.0,4.0,7.0,7.0,0.0,2.0,0.0,2.0,2.0,4.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,7.0,0.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,2.0,7.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,208.0,Je,Gamma,54.0,12.0,24.0,21.0,-0.6363636363636364,-0.06666666666666667
340,Vincent,Ash Rose,sefi,i---,guarded,2.0,,,male,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,7.0,2.0,7.0,7.0,4.0,7.0,4.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,4.0,4.0,167.0,Pe,Gamma,33.0,4.0,27.0,6.0,-0.7837837837837838,-0.6363636363636364
342,Mustafa Al-Bassam,Peter Foy,site,i---,guarded,2.0,medium,low,male,1990s,western_europe,arabic,0.0,0.0,2.0,2.0,0.0,4.0,7.0,4.0,4.0,4.0,2.0,7.0,2.0,0.0,0.0,2.0,7.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,7.0,4.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,143.0,Pi,Delta,23.0,12.0,8.0,17.0,-0.3142857142857143,0.36
348,Peter Murphy,Ash Rose,seti,ii--,guarded,0.0,,,male,-1,-1,-1,0.0,2.0,2.0,2.0,0.0,2.0,4.0,0.0,4.0,0.0,2.0,7.0,4.0,4.0,2.0,2.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,4.0,0.0,0.0,7.0,0.0,4.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,136.0,Pe,Beta,4.0,36.0,14.0,12.0,0.8,-0.07692307692307693
353,Alexis Karl,Ash Rose,nefi,iii-,unguarded,0.0,,,female,-1,-1,-1,0.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,2.0,4.0,7.0,4.0,4.0,2.0,0.0,7.0,4.0,7.0,4.0,4.0,0.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,7.0,2.0,4.0,0.0,4.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,170.0,Pe,Delta,33.0,4.0,4.0,25.0,-0.7837837837837838,0.7241379310344828
359,Samuel L Jackson,Calin Copil,seti,i-ii,guarded,1.0,,,male,-1,-1,-1,0.0,4.0,0.0,4.0,0.0,7.0,7.0,4.0,4.0,7.0,4.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,2.0,2.0,4.0,4.0,0.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,7.0,4.0,0.0,4.0,4.0,4.0,0.0,2.0,7.0,4.0,2.0,4.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,4.0,215.0,Pe,Beta,8.0,29.0,42.0,4.0,0.5675675675675675,-0.8260869565217391
368,Joseph Campbell,Calin Copil,feni,ii--,guarded,1.0,,,male,-1,-1,-1,4.0,4.0,7.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,7.0,4.0,2.0,4.0,0.0,4.0,7.0,4.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,7.0,7.0,7.0,2.0,0.0,0.0,4.0,0.0,7.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,143.0,Je,Beta,10.0,29.0,13.0,8.0,0.48717948717948717,-0.23809523809523808
374,Kiun B,Ash Rose,nefi,i---,unguarded,0.0,,,female,-1,-1,-1,0.0,0.0,2.0,2.0,0.0,4.0,7.0,0.0,7.0,7.0,4.0,7.0,2.0,4.0,4.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,4.0,2.0,7.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,2.0,7.0,0.0,2.0,7.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,135.0,Pe,Delta,26.0,4.0,10.0,18.0,-0.7333333333333333,0.2857142857142857
378,Blake de Pastino,Calin Copil,fesi,i-ii,unguarded,2.0,,,male,-1,-1,-1,4.0,7.0,2.0,4.0,7.0,4.0,2.0,0.0,4.0,0.0,2.0,4.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,7.0,4.0,2.0,4.0,2.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,7.0,4.0,7.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,7.0,0.0,7.0,7.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,176.0,Je,Alpha,4.0,32.0,8.0,25.0,0.7777777777777778,0.5151515151515151
381,Drake Bell,Calin Copil,neti,i---,unguarded,1.0,,,male,-1,-1,-1,0.0,0.0,0.0,2.0,0.0,7.0,7.0,4.0,7.0,0.0,4.0,2.0,4.0,7.0,2.0,2.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,7.0,7.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,2.0,7.0,7.0,4.0,7.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,2.0,155.0,Pe,Alpha,2.0,24.0,11.0,36.0,0.8461538461538461,0.5319148936170213
382,Ariana Grande,Calin Copil,neti,i---,unguarded,0.0,,,female,-1,-1,-1,0.0,0.0,0.0,2.0,0.0,7.0,7.0,7.0,0.0,2.0,7.0,4.0,7.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,7.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,7.0,0.0,0.0,4.0,7.0,7.0,7.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,4.0,2.0,7.0,2.0,0.0,7.0,0.0,2.0,4.0,7.0,0.0,0.0,0.0,161.0,Pe,Alpha,13.0,29.0,14.0,22.0,0.38095238095238093,0.2222222222222222
383,Andrew Yang,Calin Copil,site,i---,unguarded,1.0,,,male,-1,-1,-1,2.0,4.0,4.0,4.0,0.0,4.0,2.0,2.0,7.0,7.0,2.0,4.0,0.0,4.0,2.0,4.0,4.0,7.0,2.0,7.0,0.0,2.0,0.0,7.0,4.0,2.0,2.0,0.0,2.0,4.0,4.0,7.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,7.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,159.0,Pi,Delta,23.0,11.0,2.0,21.0,-0.35294117647058826,0.8260869565217391
385,Gwen Stefani,Calin Copil,sefi,iii-,guarded,0.0,,,male,-1,-1,-1,0.0,0.0,2.0,2.0,0.0,4.0,7.0,2.0,7.0,4.0,4.0,7.0,4.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,7.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,7.0,4.0,7.0,0.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,163.0,Pe,Gamma,22.0,8.0,36.0,2.0,-0.4666666666666667,-0.8947368421052632
386,Desmond Tutu,Calin Copil,sife,iii-,unguarded,1.0,,,male,-1,-1,-1,0.0,0.0,4.0,4.0,0.0,4.0,4.0,2.0,4.0,7.0,0.0,2.0,2.0,2.0,4.0,7.0,4.0,7.0,7.0,7.0,7.0,4.0,0.0,0.0,4.0,0.0,2.0,4.0,4.0,7.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,4.0,2.0,182.0,Pi,Alpha,16.0,20.0,10.0,18.0,0.1111111111111111,0.2857142857142857
