Post Title,,Bio,Video URL,Video 2 URL,Video 3 URL,GIF Breakdown,Status,Type,Development,Emotions,Fallen Affect,J Signal Mixing,P Signal Mixing,Alternative,Sex,Age Range,Geography,Ethnicity,Checkbox,Checkbox 1,R1 Rigid Posture Copy,R2 Face Centric,R3 Punctuated Motions,R4 Vertical Movements,R5 Subordinate Fluidity,F1 Fluid Posture,F2 Eye Centric,F3 Gliding Motions,F4 Horizontal Movements,F5 Subordinate Rigidity,PF1 Restless Momentum,PF2 Toggling Eyes,PF3 Body Swaying,PF4 Casual Hands,PF5 Alert Perk Ups,RF1 Viscous Inertia,RF2 Fixed Gaze,RF3 Diagonal Eye Drifts,RF4 Searching Scowling,RF5 Narrow Head Zoning,PR1 Head Pushes,PR2 Head Shakes,PR3 Shoulder Shrugs,PR4 Fluent Articulation,PR5 Projecting Hands,RR1 Poised Receding,RR2 Disengaging Eyes,RR3 Exerted Pushes,RR4 Momentum Halting,RR5 Meticulous Hands,CA1 Taut Nasolabial Area,CA2 Vertical Snarling Smiles,CA3 Four Point Pulling,CA4 Wobbling Lips,CA5 Asymmetrical Smirks,CA6 Sassy Movements,CA7 Plateau Velocity,CA8 Nasal Breathy Voice,CA9 Grasping Hands,MS1 Lax Nasolabial Area,MS2 Horizontal Curtain Smiles,MS3 Two Point Pulling,MS4 Symmetrical Lips,MS5 Emotional Neutralization,MS6 Coordinated Movements,MS7 Parabolic Velocity,MS8 Laryngeal Faint Voice,MS9 Puppeteer Hands,GR1 Taut Preseptal Area,GR2 Lax Pretarsal Area,GR3 Taut Outer Edges,GR4 Intense Scowling,GR5 Pointed Eye Toggles,GR6 Eye Head Parallel Motion,GR7 Grounding Effect,GR8 Bodily Awareness,SU1 Lax Preseptal Area,SU2 Taut Pretarsal Area,SU3 Lax Outer Edges,SU4 Concerned Scowling,SU5 Brushstrokes Eye Toggles,SU6 Eye Head Trailing Motions,SU7 Levity Effect,SU8 Quirky Skits,EU1 Responsive Nodding,EU2 Polite Smiling,EU3 Bashful Body Movements,EG1 Upset Mouth Tension,EG2 Assertive Pushing,EG3 Stern Expressions
Justin Trudeau,Juan E. Sandoval,"Justin Trudeau is a Canadian politician who has been serving as the Prime Minister since 2015. Born on December 25, 1971, he is the second-youngest Canadian Prime Minister, after Joe Clark. Trudeau, the leader of the Liberal Party, is noted for his progressive policies in the areas of health care, climate change, and social justice. Prior to entering politics, he was a teacher in Vancouver, British Columbia. He's the second child and first son of Pierre Trudeau, who was Prime Minister from 1968 to 1979, and then again from 1980 to 1984.",https://www.youtube.com/watch?v=2EJsVqcF9ss&feature=youtu.be,https://www.youtube.com/watch?v=tPKnX3hGsSo,https://www.youtube.com/watch?v=PlhYSAChQCc,,,tesi,i---,seelie,2,low,low,,male,1970s,north_america,white/european,,juan_e._sandoval | calin_copil | peter_j._foy,4,4,7,4,4,,2,,4,,4,,4,,,,,4,2,2,4,7,2,4,4,,,,2,2,7,7,4,4,2,4,7,,4,,,,2,0,2,4,,2,,,2,,2,,,,7,7,4,7,,,,,2,4,,,,
King Charles III,Juan E. Sandoval,"King Charles III, born Charles Philip Arthur George on November 14, 1948, is the reigning monarch of the United Kingdom since 2023. He previously held the title of Prince of Wales, and is recognized for his philanthropic work and interest in sustainable development. A passionate environmentalist, his reign is marked by advocacy for climate change action and conservation. He's the eldest son of Queen Elizabeth II and the late Prince Philip, Duke of Edinburgh.",https://www.youtube.com/watch?v=PyNqEAiSgRI,https://www.youtube.com/watch?v=pMPFP4ccBlM,https://www.youtube.com/watch?v=j1EUsGrIgMY,,,site,ii--,seelie,1,high,low,,male,1940s,western_europe,white/european,,juan_e._sandoval | bella_hershkoviz,,,4,2,,7,7,4,4,4,2,,4,,,4,4,7,4,7,4,7,2,2,4,,2,2,2,2,,7,,7,7,4,4,,,7,2,4,,2,4,2,,0,,,,,,,,,7,7,7,7,,,2,,4,7,,,,4
Bob DuHamel,Juan E. Sandoval,"Robert DuHamel, a visionary in vocational education, is the founder of Vocademy, a tuition-free online vocational school providing comprehensive courses to prepare individuals for careers such as Certified Electronics Technicians. DuHamel offers instruction in various subjects like Electronics Technology, Information Technology, and Fiber Optics Technology. His initiative, supported by donations and sponsors, is addressing the critical shortage of electronics technicians in various industries. DuHamel's courses also aid learners in preparing for relevant certification exams, further bolstering their career opportunities.",https://www.youtube.com/watch?v=kRv_7szBPdQ,https://www.youtube.com/watch?v=8zgct2J6GR0&t=1s,https://www.youtube.com/watch?v=HbMnQdRzD8A,,,site,i---,unseelie,2,low,low,,male,1950s,north_america,white/european,,juan_e._sandoval,,,4,,,,7,,,7,,2,,,,2,7,,4,7,2,2,,4,2,,,,,,7,,4,7,,,,,,,,,2,,2,2,,,,,,,2,,,,7,7,7,7,,,,,,,,,,7
Roanna Chan,Juan E. Sandoval,"Roanna Chan, a former Clinical Psychology Registrar, is an experienced practitioner who once served at Nature and Nurtured Child Psychology and Peter Walker and Associates Adult Psychology. With degrees from UNSW and Sydney University, she demonstrated adeptness in managing a diverse clientele. Her career valued self-management, continued research, and self-care, underscoring the holistic approach to her practice.",https://www.youtube.com/watch?v=ybKZThuiCG8,https://www.youtube.com/watch?v=m65RS5NFlf4,https://www.youtube.com/watch?v=ItUzeOzo320,,,nefi,i---,seelie,0,low,low,,female,1990s,australia/new_zeland,other/unknown,,calin_copil | bella_hershkoviz,,4,4,,,2,4,4,4,7,7,7,4,4,4,,,,,2,2,4,,4,4,,2,2,2,2,2,7,4,4,2,,4,,4,,,,,,2,2,,,,,4,,,,,,2,7,,,4,,7,,4,7,2,,,
Abdel Fattah el-Sisi,Juan E. Sandoval,"Abdel Fattah el-Sisi is an Egyptian military and political leader, born on November 19, 1954. He served as the director of military intelligence before seizing power in a 2013 coup against President Mohamed Morsi. Subsequently, el-Sisi was elected President in 2014 and re-elected in 2018, despite human rights concerns. He has focused on economic development, security and countering Islamist extremism in Egypt, but his leadership is controversial due to allegations of authoritarianism.",https://www.youtube.com/watch?v=KqVPxafKmak,https://www.youtube.com/watch?v=AvIM_91bgSk,https://www.youtube.com/watch?v=GoytNisGB0c,,,sife,i---,directive,2,low,medium,,male,1950s,middle_east/north_africa,arabic,,juan_e._sandoval | calin_copil,4,,2,,,2,7,,,4,,,,,,4,7,2,7,7,2,4,,,2,,,,,,,,,,,,,,,4,7,4,7,4,4,4,,,2,4,2,4,,,,,4,4,4,2,4,,,,2,2,,2,,7
Noam Chomsky,Juan E. Sandoval,"Noam Chomsky, born on December 7, 1928, is an American linguist, philosopher, cognitive scientist, historian, and social critic. He revolutionized the field of linguistics with his theory of transformational grammar and is often called the ""father of modern linguistics."" Chomsky is also renowned for his outspoken criticisms of US foreign policy, media, and capitalism, positioning him as a prominent figure in contemporary intellectual and political discourse.",https://www.youtube.com/watch?v=OHAndY1GsVc,https://www.youtube.com/watch?v=ZVXLo9gJq-U,https://www.youtube.com/watch?v=8ghoXQxdk6s,,publish,sife,ii--,directive,2,low,low,,male,1920s,north_america,jewish,,juan_e._sandoval | calin_copil | ash_rose,,2,2,,,4,7,,4,7,,,,2,,2,4,7,,7,4,4,4,4,2,2,,2,4,4,,,,,,,2,,,7,7,7,7,2,4,4,,,,,,,2,,,,7,7,7,2,2,,,,,,,4,,4
Frank Turek,Juan E. Sandoval,"Frank Turek's a renowned American Christian apologist, author, and public speaker. He co-authored ""I Don't Have Enough Faith to be an Atheist"" with Norman Geisler, advocating for the logical and scientific validity of Christian faith. Turek is the founder and president of CrossExamined.org, an organization aiming to address popular misconceptions about Christianity. His work emphasizes rational discourse, intellectual engagement, and the application of apologetics in everyday life.",https://www.youtube.com/watch?v=5JBDTUqOs6w,https://www.youtube.com/watch?v=BTshqGuKOME,https://www.youtube.com/watch?v=3fHz4lYQ3Ng,,,fesi,i---,directive,1,,,,male,1960s,north_america,white/european,,juan_e._sandoval | bella_hershkoviz | peter_j._foy,7,4,4,4,,,,,2,,,,2,,,2,,2,2,2,4,7,2,7,7,,,,,2,,,2,,,2,2,,,4,7,4,7,2,4,4,,,,,,,,,,,7,7,,4,2,,,,4,,,2,4,7
Courtney Violetta,Juan E. Sandoval,"Courtney Violetta, known for her YouTube channel ""The Aurora Codes,"" is a spiritual mentor and wellness enthusiast. She creates content to aid viewers in understanding and embodying their higher selves. Topics span from spiritual awakenings, connection with spirit guides, shadow work, to the significance of names and personal transformations. Her videos also delve into exploring psychic abilities, interpreting dreams, and holistic healing practices. Courtney's primary goal is to help individuals reclaim their power, rediscover their magic, and align with their higher purpose.",https://www.youtube.com/watch?v=7CqF-NfrMXU,https://www.youtube.com/watch?v=3_orMGM2E4k,https://www.youtube.com/watch?v=p0ai1Df9wGo,,,sefi,i---,seelie,1,medium,low,,female,1990s,north_america,white/european,,juan_e._sandoval | bella_hershkoviz,,,2,,,4,7,2,4,4,4,4,4,7,4,,,,,,2,2,,4,0,,,,,0,4,4,0,7,,2,,,,0,4,0,0,0,2,4,,,7,2,7,,4,,,4,,4,0,,,,2,,2,2,2,,,
Sam Harris,Juan E. Sandoval,,https://cognitivetype.net/s/TiSe_Sam_Harris_1.mp4,,,,,tise,i-ii,directive,,,,,male,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Hudson,Juan E. Sandoval,,https://cognitivetype.net/s/TiSe_Christian_Hudson_1.mp4,,,,,tise,ii-i,directive,,,,,male,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emma Anzai,Juan E. Sandoval,,https://cognitivetype.net/s/TiSe_Emma_Anzai_1.mp4,,,,,tise,ii-i,adaptive,,,,,female,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Hawk,Juan E. Sandoval,,https://cognitivetype.net/s/TiSe_Tony_Hawk_1.mp4,,,,,tise,ii-i,adaptive,,,,,male,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zella Day,Juan E. Sandoval,,https://cognitivetype.net/s/TiSe_Zella_Day_1.mp4,,,,publish,tise,ii-i,adaptive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoe Saldana,Juan E. Sandoval,,https://cognitivetype.net/s/TiSe_Zoe_Saldana_1.mp4,,,,publish,tise,ii-i,adaptive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skylar Grey,Juan E. Sandoval,,https://cognitivetype.net/s/TiSe_Skylar_Grey_1.mp4,,,,publish,tise,ii--,adaptive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Pitt,Juan E. Sandoval,,https://cognitivetype.net/s/TiSe_Michael_Pitt_1.mp4,,,,publish,tise,i-i-,directive,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marques Brownlee,Juan E. Sandoval,,https://cognitivetype.net/s/TiSe_Marques_Brownlee_1.mp4,,,,publish,tise,i--i,directive,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elon Musk,Juan E. Sandoval,,https://cognitivetype.net/s/TiSe_Elon_Musk_1.mp4,,,,publish,tise,iii-,adaptive,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Barnes,Juan E. Sandoval,,https://cognitivetype.net/s/TiSe_John_Barnes_1.mp4,,,,publish,tise,iii-,directive,,,,,male,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alyssa,Juan E. Sandoval,,https://cognitivetype.net/s/TiSe_Alyssa_1.mp4,,,,publish,tise,ii--,adaptive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamie Chung,Juan E. Sandoval,,https://cognitivetype.net/s/TiSe_Jamie_Chung_1.mp4,,,,publish,tise,ii--,adaptive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilian,Juan E. Sandoval,,https://cognitivetype.net/s/TiSe_Kilian_1.mp4,,,,publish,tise,ii--,adaptive,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margot Robbie,Juan E. Sandoval,,https://cognitivetype.net/s/TiSe_Margot_Robbie_1.mp4,,,,publish,tise,ii--,adaptive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mia Wasikowska,Juan E. Sandoval,,https://cognitivetype.net/s/TiSe_Mia_Wasikowska_1.mp4,,,,publish,tise,ii--,adaptive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amy Cuddy,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Amy_Cuddy_1.mp4,,,,publish,tine,ii-i,adaptive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lynn Hoag,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Lynn_Hoag_1.mp4,,,,publish,tine,i-ii,directive,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Leto,Juan E. Sandoval,,https://cognitivetype.net/s/TiSe_Jared_Leto_1.mp4,,,,publish,tise,i---,directive,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayao Miyazaki,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Hayao_Miyazaki_1.mp4,,,,publish,tine,i-i-,adaptive,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alerith,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Alerith_1.mp4,,,,publish,tine,i--i,adaptive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arin Crumley,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Arin_Crumley_1.mp4,,,,publish,tine,i--i,adaptive,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alanis Morissette,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Alanis_Morissette_1.mp4,,,,publish,tine,ii-i,directive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bella,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Bella_2.mp4,,,,publish,tine,ii--,directive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Corner,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Chris_Corner_1.mp4,,,,publish,tine,ii--,adaptive,3,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erutan,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Erutan_1.mp4,,,,publish,tine,ii--,adaptive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gage,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Gage_1.mp4,,,,publish,tine,ii--,adaptive,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiyarii,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Kiyarii_1.mp4,,,,publish,tine,ii--,adaptive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary-Kate Olsen,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Mary-Kate_Olsen_1.mp4,,,,publish,tine,i---,adaptive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nadia,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Nadia_1.mp4,,,,publish,tine,i---,adaptive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rooney Mara,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Rooney_Mara_1.mp4,,,,publish,tine,i---,adaptive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashley Olsen,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Ashley_Olsen_1.mp4,,,,publish,tine,ii--,adaptive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Becks,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Becks_1.mp4,,,,publish,tine,ii--,adaptive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martha Beck,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Martha_Beck_1.mp4,,,,publish,tesi,i-ii,seelie,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Spitzer,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Robert_Spitzer_1.mp4,,,,publish,tesi,i-ii,seelie,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auburn,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Auburn_1.mp4,,,,publish,tine,i---,adaptive,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosmo,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Cosmo_1.mp4,,,,publish,tine,i---,directive,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linus,Juan E. Sandoval,,https://cognitivetype.net/s/TiNe_Linus_1.mp4,,,,publish,tine,i---,adaptive,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craig Kilborn,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Craig_Kilborn_1.mp4,,,,publish,tesi,iii-,unseelie,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Stiles,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Ryan_Stiles_1.mp4,,,,publish,tesi,iii-,unseelie,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Carell,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Steve_Carell_1.mp4,,,,publish,tesi,iii-,unseelie,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth Warren,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Elizabeth_Warren_1.mp4,,,,publish,tesi,i-i-,seelie,,,,,female,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Rowling,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Joe_Rowling_1.mp4,,,,publish,tesi,i-ii,seelie,3,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brene Brown,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Brene_Brown_2.mp4,,,,publish,tesi,i--i,seelie,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catherine,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Catherine_1.mp4,,,,publish,tesi,i--i,unseelie,3,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Dawkins,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Richard_Dawkins_1.mp4,,,,publish,tesi,i--i,unseelie,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Sher,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Barbara_Sher_1.mp4,,,,publish,tesi,iii-,unseelie,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colin Mochrie,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Colin_Mochrie_1.mp4,,,,publish,tesi,iii-,unseelie,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayn Rand,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Ayn_Rand_1.mp4,,,,publish,tesi,i--i,unseelie,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanmay Bakshi,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Tanmay_Bakshi_1.mp4,,,,publish,tesi,i-i-,seelie,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Allen,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Tim_Allen_1.mp4,,,,publish,tesi,i-i-,unseelie,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tina Fey,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Tina_Fey_1.mp4,,,,publish,tesi,i-i-,unseelie,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Darnell,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Tony_Darnell_1.mp4,,,,publish,tesi,i-i-,unseelie,,,,,male,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liza Former,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Liza_Former_1.mp4,,,,publish,tesi,i-i-,seelie,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loretta,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Loretta_1.mp4,,,,publish,tesi,i-i-,unseelie,3,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachel Maddow,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Rachel_Maddow_1.mp4,,,,publish,tesi,i-i-,seelie,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savannah Guthrie,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Savannah_Guthrie_1.mp4,,,,publish,tesi,i-i-,seelie,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Colbert,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Stephen_Colbert_1.mp4,,,,publish,tesi,i-i-,unseelie,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belinda Luscombe,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Belinda_Luscombe_1.mp4,,,,publish,tesi,i-i-,unseelie,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germaine Greer,Juan E. Sandoval,,https://cognitivetype.net/s/TeSi_Germaine_Greer_2.mp4,,,,publish,tesi,i-i-,unseelie,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
