,Sample Name,Vultologist,Type,Development,Emotions,Fallen Affect,J Signal Mixing,P Signal Mixing,Sex,Age Range,Geography,Ethnicity,R1 Rigid Posture,R2 Face Centric,R3 Punctuated Motions,R4 Vertical Movements,R5 Subordinate Fluidity,F1 Fluid Posture,F2 Eye Centric,F3 Gliding Motions,F4 Horizontal Movements,F5 Subordinate Rigidity,PF1 Restless Momentum,PF2 Toggling Eyes,PF3 Body Swaying,PF4 Casual Hands,PF5 Alert Perk Ups,RF1 Viscous Inertia,RF2 Fixed Gaze,RF3 Diagonal Eye Drifts,RF4 Searching Scowling,RF5 Narrow Head Zoning,PR1 Head Pushes,PR2 Head Shakes,PR3 Shoulder Shrugs,PR4 Fluent Articulation,PR5 Projecting Hands,RR1 Poised Receding,RR2 Disengaging Eyes,RR3 Exerted Pushes,RR4 Momentum Halting,RR5 Meticulous Hands,CA1 Taut Nasolabial Area,CA2 Vertical Snarling Smiles,CA3 Four Point Pulling,CA4 Wobbling Lips,CA5 Asymmetrical Smirks,CA6 Sassy Movements,CA7 Plateau Velocity,CA8 Nasal Breathy Voice,CA9 Grasping Hands,MS1 Lax Nasolabial Area,MS2 Horizontal Curtain Smiles,MS3 Two Point Pulling,MS4 Symmetrical Lips,MS5 Emotional Neutralization,MS6 Coordinated Movements,MS7 Parabolic Velocity,MS8 Laryngeal Faint Voice,MS9 Puppeteer Hands,GR1 Taut Preseptal Area,GR2 Lax Pretarsal Area,GR3 Taut Outer Edges,GR4 Intense Scowling,GR5 Pointed Eye Toggles,GR6 Eye Head Parallel Motion,GR7 Grounding Effect,GR8 Bodily Awareness,SU1 Lax Preseptal Area,SU2 Taut Pretarsal Area,SU3 Lax Outer Edges,SU4 Concerned Scowling,SU5 Brushstrokes Eye Toggles,SU6 Eye Head Trailing Motions,SU7 Levity Effect,SU8 Quirky Skits,EU1 Responsive Nodding,EU2 Polite Smiling,EU3 Bashful Body Movements,EG1 Upset Mouth Tension,EG2 Assertive Pushing,EG3 Stern Expressions,sum,Lead Energetic,Quadra
282,Gabriel Barkay,Juan E. Sandoval,sife,i---,unguarded,2.0,low,low,male,1940s,middle_east/north_africa,jewish,0.0,0.0,2.0,0.0,0.0,7.0,7.0,2.0,4.0,7.0,0.0,2.0,0.0,2.0,0.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,157.0,Pi,Alpha
283,Thyssen,Juan E. Sandoval,nife,i--i,unguarded,2.0,low,low,male,2000s,north_america,indo-aryan,0.0,0.0,2.0,4.0,0.0,7.0,7.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,7.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,7.0,2.0,2.0,7.0,2.0,4.0,4.0,7.0,0.0,4.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,161.0,Pi,Beta
284,Dave Soldier,Ash Rose,nife,i--i,unguarded,3.0,low,medium,male,1950s,north_america,white/european,0.0,0.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,7.0,4.0,2.0,4.0,7.0,0.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,4.0,0.0,0.0,7.0,2.0,4.0,2.0,0.0,4.0,2.0,4.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,188.0,Pi,Beta
285,Cher,Juan E. Sandoval,fise,i---,guarded,0.0,medium,low,female,1940s,north_america,white/european,7.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,0.0,7.0,2.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,4.0,7.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,4.0,149.0,Ji,Gamma
286,Justin Trudeau,Juan E. Sandoval,tesi,i---,unguarded,2.0,low,low,male,1970s,north_america,white/european,4.0,4.0,7.0,4.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,7.0,2.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,7.0,7.0,4.0,4.0,2.0,4.0,7.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,156.0,Je,Delta
287,King Charles III,Juan E. Sandoval,site,ii--,unguarded,1.0,high,low,male,1940s,western_europe,white/european,0.0,0.0,4.0,2.0,0.0,7.0,7.0,4.0,4.0,4.0,2.0,0.0,4.0,0.0,0.0,4.0,4.0,7.0,4.0,7.0,4.0,7.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,0.0,7.0,0.0,7.0,7.0,4.0,4.0,0.0,0.0,7.0,2.0,4.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,4.0,187.0,Pi,Delta
288,Bob DuHamel,Juan E. Sandoval,site,i---,guarded,2.0,low,low,male,1950s,north_america,white/european,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,4.0,7.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,113.0,Pi,Delta
289,Roanna Chan,Juan E. Sandoval,nefi,i---,unguarded,0.0,low,low,female,1990s,australia/new_zeland,other/unknown,0.0,4.0,4.0,0.0,0.0,2.0,4.0,4.0,4.0,7.0,7.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,4.0,4.0,0.0,2.0,2.0,2.0,2.0,2.0,7.0,4.0,4.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,4.0,0.0,7.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,147.0,Pe,Delta
290,Abdel Fattah el-Sisi,Juan E. Sandoval,sife,i---,guarded,2.0,low,medium,male,1950s,middle_east/north_africa,arabic,4.0,0.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,7.0,7.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,7.0,4.0,4.0,4.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,7.0,133.0,Pi,Alpha
291,Noam Chomsky,Juan E. Sandoval,sife,ii--,guarded,2.0,low,low,male,1920s,north_america,jewish,0.0,2.0,2.0,0.0,0.0,4.0,7.0,0.0,4.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,7.0,0.0,7.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,7.0,7.0,7.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,155.0,Pi,Alpha
292,Frank Turek,Juan E. Sandoval,fesi,i---,guarded,1.0,,,male,1960s,north_america,white/european,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,7.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,7.0,4.0,7.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,7.0,136.0,Je,Alpha
293,Courtney Violetta,Juan E. Sandoval,sefi,i---,unguarded,1.0,medium,low,female,1990s,north_america,white/european,0.0,0.0,2.0,0.0,0.0,4.0,7.0,2.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,7.0,2.0,7.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,118.0,Pe,Gamma
294,Barack Obama,Juan E. Sandoval,fesi,ii-i,unguarded,2.0,,,male,-1,-1,-1,7.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.0,4.0,4.0,7.0,7.0,2.0,2.0,7.0,2.0,7.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,2.0,4.0,4.0,0.0,2.0,2.0,0.0,4.0,4.0,2.0,4.0,2.0,0.0,185.0,Je,Alpha
295,Clint Mansell,Juan E. Sandoval,neti,i-i-,unguarded,2.0,medium,medium,male,1960s,western_europe,white/european,0.0,0.0,4.0,2.0,0.0,7.0,7.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,7.0,2.0,4.0,4.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,0.0,2.0,7.0,7.0,4.0,7.0,4.0,7.0,7.0,7.0,2.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,240.0,Pe,Alpha
296,Gillian Welch,Ash Rose,sife,i---,unguarded,3.0,,,female,1960s,north_america,white/european,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,7.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,7.0,2.0,0.0,4.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,143.0,Pi,Alpha
297,Marie-Ève Jobin,Juan E. Sandoval,nite,iiii,guarded,1.0,,,female,-1,-1,-1,2.0,0.0,4.0,4.0,0.0,4.0,7.0,4.0,4.0,4.0,2.0,2.0,4.0,7.0,2.0,7.0,4.0,7.0,2.0,4.0,4.0,4.0,2.0,4.0,7.0,2.0,2.0,2.0,4.0,7.0,4.0,7.0,4.0,4.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,4.0,7.0,4.0,7.0,0.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,2.0,208.0,Pi,Gamma
298,Bob Burnquist,Peter Foy,neti,i---,unguarded,0.0,low,low,male,1970s,latin_america,white/european,0.0,0.0,0.0,2.0,0.0,4.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,7.0,2.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,169.0,Pe,Alpha
299,Titus Welliver,Peter Foy,teni,iii-,guarded,1.0,,,male,1960s,north_america,white/european,4.0,4.0,7.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,7.0,7.0,4.0,7.0,0.0,2.0,7.0,7.0,2.0,4.0,4.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,7.0,7.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,181.0,Je,Gamma
300,Pia Mia,Calin Copil,sefi,iii-,guarded,0.0,,,female,-1,-1,-1,0.0,0.0,2.0,4.0,0.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,7.0,7.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,4.0,7.0,7.0,4.0,0.0,2.0,4.0,7.0,2.0,4.0,2.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,7.0,7.0,7.0,2.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,4.0,189.0,Pe,Gamma
301,Jordan Welch,Calin Copil,seti,i-i-,guarded,1.0,,,male,-1,-1,-1,0.0,0.0,2.0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,7.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,4.0,2.0,4.0,4.0,0.0,7.0,7.0,0.0,0.0,4.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,190.0,Pe,Beta
302,Jenny Hval,Calin Copil,tine,i---,guarded,2.0,,,female,-1,-1,-1,7.0,7.0,7.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,153.0,Ji,Alpha
303,Susan Yara,Calin Copil,teni,i-i-,guarded,0.0,,,female,-1,-1,-1,4.0,4.0,7.0,7.0,7.0,0.0,4.0,2.0,2.0,0.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,7.0,4.0,4.0,7.0,7.0,2.0,2.0,0.0,0.0,4.0,7.0,4.0,7.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,7.0,0.0,0.0,7.0,0.0,7.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,2.0,178.0,Je,Gamma
304,Tash Sultana,Calin Copil,seti,i---,unguarded,0.0,,,female,-1,-1,-1,0.0,0.0,0.0,2.0,0.0,7.0,7.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,4.0,2.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,7.0,7.0,2.0,4.0,2.0,0.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,161.0,Pe,Beta
305,Tessa Thompson,Calin Copil,feni,i-ii,unguarded,0.0,high,,female,-1,-1,-1,7.0,4.0,7.0,7.0,4.0,2.0,4.0,4.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,2.0,0.0,4.0,7.0,0.0,7.0,4.0,4.0,4.0,7.0,4.0,7.0,0.0,2.0,7.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,4.0,2.0,4.0,7.0,7.0,4.0,2.0,7.0,2.0,7.0,7.0,7.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,220.0,Je,Beta
306,M.I.A.,Peter Foy,sefi,iiii,guarded,2.0,,,female,1970s,western_europe,other/unknown,0.0,0.0,2.0,2.0,0.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,4.0,4.0,7.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,2.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,2.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,4.0,7.0,2.0,2.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,240.0,Pe,Gamma
307,Sam Altman,Kyle O’Reilly,tine,i---,unguarded,3.0,,,male,1980s,north_america,jewish,2.0,7.0,4.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,0.0,4.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,7.0,4.0,4.0,4.0,7.0,2.0,2.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,157.0,Ji,Alpha
308,Olivia Wilde,Calin Copil,teni,i--i,unguarded,0.0,,,female,-1,-1,-1,7.0,7.0,7.0,7.0,4.0,2.0,0.0,2.0,4.0,0.0,2.0,4.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,7.0,7.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,7.0,4.0,7.0,7.0,7.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,2.0,2.0,201.0,Je,Gamma
309,Bianca Casady,Calin Copil,nite,i--i,guarded,2.0,,,female,-1,-1,-1,0.0,0.0,0.0,2.0,0.0,7.0,7.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,0.0,4.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0,4.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,7.0,4.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,134.0,Pi,Gamma
310,Sierra Casady,Calin Copil,sefi,ii--,unguarded,2.0,,,female,-1,-1,-1,2.0,2.0,0.0,2.0,0.0,4.0,4.0,4.0,7.0,4.0,7.0,4.0,2.0,7.0,4.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,7.0,4.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,7.0,2.0,7.0,0.0,4.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,168.0,Pe,Gamma
311,Nils Frahm,Peter Foy,seti,iii-,unguarded,0.0,,,male,1980s,western_europe,white/european,2.0,0.0,4.0,0.0,0.0,4.0,4.0,2.0,4.0,7.0,7.0,4.0,7.0,7.0,4.0,0.0,2.0,7.0,2.0,0.0,4.0,4.0,2.0,4.0,7.0,4.0,7.0,0.0,7.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,4.0,4.0,7.0,4.0,4.0,0.0,7.0,4.0,4.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,178.0,Pe,Beta
312,Niin,Peter Foy,sefi,i--i,unguarded,1.0,,,male,-1,-1,-1,0.0,0.0,2.0,0.0,0.0,7.0,7.0,7.0,2.0,4.0,7.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,0.0,7.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,153.0,Pe,Gamma
313,Rose Byrne,Calin Copil,fine,ii-i,unguarded,0.0,,,female,-1,-1,-1,7.0,2.0,7.0,7.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,7.0,2.0,0.0,4.0,7.0,0.0,4.0,4.0,2.0,4.0,7.0,7.0,7.0,4.0,4.0,7.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,2.0,4.0,0.0,4.0,7.0,2.0,2.0,2.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,212.0,Ji,Delta
314,Camila,Calin Copil,nefi,iii-,unguarded,0.0,,,female,-1,-1,-1,2.0,2.0,4.0,4.0,0.0,2.0,4.0,4.0,4.0,7.0,7.0,7.0,4.0,2.0,7.0,0.0,0.0,2.0,4.0,0.0,4.0,2.0,0.0,7.0,4.0,7.0,2.0,2.0,2.0,7.0,4.0,7.0,7.0,2.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,7.0,4.0,4.0,4.0,7.0,2.0,2.0,4.0,2.0,4.0,4.0,7.0,0.0,4.0,2.0,214.0,Pe,Delta
315,Doe,Calin Copil,tine,i---,guarded,2.0,,,female,-1,-1,-1,7.0,7.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,7.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,7.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.0,2.0,2.0,4.0,7.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,7.0,4.0,0.0,2.0,0.0,7.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,144.0,Ji,Alpha
316,Shika Chica,Calin Copil,feni,i-i-,unguarded,0.0,,,female,-1,-1,-1,4.0,4.0,7.0,7.0,7.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,2.0,4.0,7.0,0.0,0.0,2.0,2.0,4.0,7.0,4.0,0.0,7.0,7.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,4.0,2.0,7.0,7.0,7.0,4.0,7.0,4.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,2.0,179.0,Je,Beta
317,Essie Davis,Calin Copil,fise,ii-i,unguarded,0.0,,,female,-1,-1,-1,7.0,7.0,7.0,7.0,4.0,0.0,2.0,2.0,4.0,0.0,2.0,4.0,7.0,0.0,4.0,0.0,2.0,2.0,4.0,0.0,7.0,7.0,0.0,0.0,4.0,4.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,2.0,7.0,4.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,7.0,0.0,4.0,4.0,0.0,2.0,2.0,203.0,Ji,Gamma
318,Audra Miller,Peter Foy,sefi,i---,unguarded,0.0,,,female,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,7.0,0.0,0.0,0.0,4.0,7.0,7.0,7.0,4.0,0.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,2.0,7.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,179.0,Pe,Gamma
